title,description,coding,sentiment
Trump Media extends rally to 280% as MSG event spurs meme-stock activity,Shares in the Truth Social parent company jumped as much as 22% on Monday after the former president's rally in Manhattan.,nt,positive
How Trump Built A Golf Empire With Secret Financing,Rumors of money laundering have circled Donald Trump’s golf business for years. Forbes uncovered the true source of the funds.,wellbeing,neutral
Trump And Harris Could Face Recounts In These Swing States,Polls suggest the two candidates’ vote counts could end up with razor-thin margins in battleground states.,polls,neutral
"Trump Might Seem Scary, But Monetary Policy Is Political","Many people are worried that Trump might take an active role in the Fed's policies. The truth, though, is Fed independence has always been something of a myth.",polls,neutral
Puerto Rican Billionaire Slams ‘Hurtful’ Comments At Trump MSG Rally,"Buyout tycoon José E. Feliciano speaks out against a Trump surrogate’s disparaging remarks about Puerto Rico, and urges his fellow Americans to vote.",nt,neutral
Whoopi Goldberg Calls Out Joe Rogan’s ‘Fake News’ About ‘The View’ Once Loving Trump; 2011 Interview Shows Goldberg Slamming Trump’s ‘B.S.’ to His Face,Whoopi Goldberg put Joe Rogan in his place during an episode of “The View” in which the EGOT winner corrected Rogan’s false claims about one of Trump’s appearances on the ABC daytime talk show. Trump recently guested on Rogan’s Spotify podcast “The Joe Rogan …,nt,neutral
‘Emilia Perez’ Stars Talk Push to Vote After Racist Jokes at Trump Rally: ‘I Definitely Want to Stand by My People’,"Following in the footsteps of Selena Gomez, who dropped her ballot off on the way to the premiere of “Wizards Beyond Waverly Place,” fellow “Emilia Perez” star Zoe Saldaña also cast her vote this week, the star shares while attending the Netflix co-hosted pre…",nt,neutral
Joe Rogan Says Trump Interview Faced ‘Issue’ With YouTube Search—Here’s What We Know,Rogan’s latest podcast episode interviewing Donald Trump faced technical difficulties early on. But now Rogan says it has a bigger issue.,nt,negative
Arizona 2024 Trump-Harris Polls: Race Virtually Tied In 3 New Surveys,"President Joe Biden narrowly won the battleground state in 2020 over Trump, who sought to overturn election results in the state.",polls,neutral
Philadelphia DA Sues Elon Musk’s Pro-Trump PAC Over $1 Million Giveaway,America PAC has continued the giveaway even as the DOJ has warned it may violate federal law.,nt,neutral
Donald Trump’s Net Worth Has Doubled In October To $8 Billion As Trump Media Stock Skyrockets,"Trump’s net worth has largely moved in sync with the stock performance from his media company, which is up more than 200% in October.",wellbeing,positive
Biden Attempts To Clarify His ‘Garbage’ Comment As Republicans Say It Insults All Trump Supporters,"President Joe Biden on Tuesday appeared to describe Donald Trump’s supporters as ""garbage"" while denouncing a disparaging remark about Puerto Rico at former President’...",nt,negative
Harris Accuses Trump Of Wanting ‘Unchecked Power’ As She Delivers Closing Message In Washington,Harris opened her speech from the Ellipse in Washington by bashing Trump for his role in the Jan. 6 Capitol riots and his promise to seek retribution against his political enemies.,oppositions,negative
Donald Trump Movie ‘The Apprentice’ New On Digital Streaming This Week,“The Apprentice”—a biopic about the rise of Donald Trump as a real estate mogul—is new on digital streaming this week. Find out when and where you can watch it at home.,nt,neutral
Kamala Harris Has More Billionaires Prominently Backing Her Than Trump—Bezos And Griffin Weigh In (Updated),"""Even though I have plenty of disagreements with their platform...I am voting for Kamala Harris and Tim Walz,"" Schwarzenegger, the former Republican governor of California, wrote Wednesday.",oppositions,neutral
Pennsylvania 2024 Trump-Harris Polls: Race Virtually Tied In 4 New Surveys Of Vital Battleground (Updated),Pennsylvania has voted for 10 of the last 12 White House winners.,polls,neutral
Here’s How Much Money Trump Owes—And Who Stands To Collect,"The Republican nominee owes more money today than he ever did during his first presidency, according to a Forbes analysis.",wellbeing,neutral
President Trump Appearing On The Joe Rogan Podcast Is Blowing Up On X,President Trump’s appearance on the Joe Rogan Experience podcast has 27 million views on YouTube and growing. Will it impact the election next week?,campaign,neutral
Joe Rogan’s Interview With Donald Trump: Here Are The Key Moments,"It’s the latest interview from Trump on male-leaning podcasts, including those hosted by comedian Andrew Schulz, Kick streamer Adin Ross and wrestler Mark Calaway, also known as “The Undertaker.”",campaign,neutral
"A More Aggressive Trump Tariff Would Lower Incomes By Nearly $3,000","Trump’s plan would lower average after-tax household incomes by 2.9 percent, or nearly $3,000. It would boost tax revenue by about $4.5 trillion over 10 years.",policy,positive
"With Gold Above $2,700, Time for Trump or Harris To Act Presidential",Never in history has currency debasement resulted in prosperity.,nt,neutral
Harris And Trump’s Biggest Celebrity Endorsements—And Why 50 Cent Turned Down $3M For Trump Event,NFL lineman Nick Bosa and TV host Dr. Phil both expressed support for Donald Trump this weekend.,endorsements,neutral
Michigan 2024 Trump-Harris Polls: Harris Leads In 3 Latest Polls—But Race Remains Tight,Biden flipped Michigan in the 2020 election.,polls,positive
Trump Media Shares Halted Repeatedly For Volatile Trading—After Price Spikes And Drops,Shares in the Truth Social parent firm briefly surged before turning negative.,nt,neutral
Inside New Minnesota Poll Showing Kamala Harris With Narrow 3-Point Edge Over Trump,"On ""Forbes Newsroom,"" Ana Radelat, the Washington Correspondent for MinnPost, discussed a new MinnPost-Embold Research poll showing Harris slightly ahead of Trump in MN.",polls,neutral
How Courts Are Impacting 2024 Election: Pennsylvania County’s Early Voting Extended After Trump Campaign Sues,Courts are responding to lawsuits across the country on how ballots and voter rolls are handled in the weeks before Election Day.,polls,neutral
Pennsylvania 2024 Trump-Harris Polls: Harris Up 1 Point In Survey Of Most Important Swing State,Pennsylvania has voted for 10 of the last 12 White House winners.,polls,neutral
These Demographics Could Decide The Trump-Harris Race In The 7 Battleground States,"Trump and Harris are polling within three points of each other in all seven swing states, according to poll trackers.",polls,neutral
Donald Trump’s Net Worth Tumbles Over $1 Billion As Trump Media Shares Plummet,Trading in the Truth Social parent’s stock was briefly halted earlier this week after periods of volatile trading.,wellbeing,neutral
Trump Media Stock (DJT) - A Meme Stock Plummet Can Be Hard To Stop,DJT's 4-day turnaround ends the fun,nt,neutral
Comedian At Donald Trump Rally Calls Puerto Rico ‘Floating Island Of Garbage’,The Harris campaign criticized Tony Hinchcliffe—who responded that “people have no sense of humor.”,nt,negative
Who Is Tony Hinchcliffe? Comedian Calls Puerto Rico 'Island Of Garbage' At Trump Rally,"Donald Trump has backed away from comedian Tony Hinchcliffe after his jokes about Latinos—in which he called Puerto Rico a ""floating island of garbage""—backfired Sunday night.",campaign,negative
Melania Trump Makes Rare Appearance At Trump’s Madison Square Garden Rally,Melania Trump has been largely absent from her husband’s campaign trail this election cycle.,campaign,neutral
"More Joe Rogan Listeners Back Trump Than Harris, Survey Shows—As Harris Interview Remains Uncertain","Forty percent of weekly listeners to Joe Rogan’s podcast said they would definitely vote for former President Donald Trump, according to Edison Research.",endorsements,positive
"Election 2024 Swing State Polls: Trump Leads In Nevada, Harris Up In Michigan, Arizona In Latest Surveys (Updated)",There's no clear leader in the seven swing states likely to decide the election.,polls,neutral
Trump Says ‘I Don’t Know’ Comedian Who Made Puerto Rico Joke—But Stops Short Of Denouncing It,Trump responded to Hinchcliffe’s widely rebuked remark for the first time in an ABC News story published Tuesday.,statements,neutral
Trump Rally Speaker Calls Puerto Rico ‘Floating Island Of Garbage’—Campaign Says Joke Doesn’t Reflect Trump’s Views,The Harris campaign criticized Tony Hinchcliffe—who responded that “people have no sense of humor.”,campaign,negative
Kamala Harris Has More Billionaires Prominently Backing Her Than Trump—Bloomberg Reportedly Gives Another $50 Million To Help Harris (Updated),Michael Bloomberg's reported commitment to Democrats is up to almost $100 million this cycle.,oppositions,neutral
Harris And Trump’s Biggest Celebrity Endorsements: Nicky Jam—Who Trump Once Called ‘She’—Pulls His Endorsement Over Puerto Rico Controversy,Puerto Rican singer Nicky Jam previously appeared on stage to support Donald Trump.,oppositions,neutral
Truth Social Stock Jumps 20% As Trump’s Betting Odds Rise—Trump Net Worth Up $3.7 Billion This Month,Shares of the social media company are up 200% over the last month.,wellbeing,positive
"Trump Vs. Harris 2024 Polls: Tied In Yet Another New Poll, As Race Narrows Weeks Before Election Day",Most polls indicate a tight race between Donald Trump and Kamala Harris.,polls,neutral
Trump Says ‘I Don’t Know’ Comedian Who Made Puerto Rico Joke—And Calls MSG Rally A ‘Love Fest’,Trump responded to Hinchcliffe’s widely rebuked remark for the first time in an ABC News story published Tuesday.,statements,neutral
Trump Vs. Harris 2024 Polls: Harris Leads In Latest 2 Surveys—As Polls Tighten Week Before Election Day,Most polls indicate a tight race between Donald Trump and Kamala Harris.,polls,neutral
Trump Vs. Harris 2024 Polls: Harris Leads By 2 Points In New Survey—As Polls Tighten Before Election,Most polls indicate a tight race between Donald Trump and Kamala Harris.,polls,neutral
"Election 2024 Swing State Polls: Trump Leads Sun Belt, Harris Leads Up North—And Pennsylvania’s Razor-Thin (Latest Update)",There's no clear leader in the seven swing states likely to decide the election.,polls,neutral
Trump Rally Comedian Facing Backlash For Joke About Puerto Ricans—A Key Group In Swing State Pennsylvania,Voters of Puerto Rican descent make up a significant share of the Latino voting population in the crucial swing state of Pennsylvania.,nt,neutral
Trump Vs. Harris 2024 Polls: Harris Leads In Latest 2 Surveys—As Most Polls Show Razor-Thin Race,Most polls indicate a tight race between Donald Trump and Kamala Harris.,polls,neutral
Tariffs hurt his business. He's voting for Trump anyway,"Donald Trump's call for sweeping tariffs is resonating, as protectionism gains steam in the US.",endorsements,positive
Nikki Haley pans Trump world for 'bromance and masculinity stuff',"Nikki said Republicans are alienating Latinos and women, who are turned off by divisive language like what was on display at Trump's Madison Square Garden rally.",oppositions,negative
"Harris campaign hits key states, Trump to rally in Wisconsin","Vice President Kamala Harris is campaigning in three key states a day after delivering what her campaign billed as her closing argument in a speech yesterday in Washington D.C. First, the vice president will deliver remarks in Raleigh, North Carolina, in the …",campaign,neutral
Trump and his allies insist he's 'not a Nazi',"After some Democrats drew comparisons between former President Donald Trump’s Madison Square Garden rally and a 1939 pro-Nazi event held there, Trump and his allies are insisting that he is “not Hitler.”",statements,negative
"Trump stumps in Michigan, Pennsylvania","A day after he recorded a nearly three-hour podcast with Joe Rogan, former President Donald Trump made back-to-back ""Blue Wall"" visits, campaigning in Michigan and Pennsylvania on Saturday.  Nikole Killion reports from State College, Pennsylvania.",campaign,neutral
"Harris, Trump back on trail after Trump MSG rally overshadowed by offensive remarks",Former President Donald Trump's campaign sought to distance themselves from an offensive joke about Puerto Rico at Madison Square Garden before Trump spoke.,campaign,neutral
"Harris and Trump visit N.C., Biden ""garbage"" comment on Trump rally sparks outrage","Republicans seized on comments made by President Biden appearing to refer to Trump supporters as ""garbage.""",campaign,negative
"Harris-Trump poll has closer look inside gender gap as Trump, Harris draw even","Just over a week out from the 2024 election, a CBS News poll finds the Trump-Harris race is essentially tied nationally and across the battleground states.",polls,neutral
"Trump puts focus on Biden's ""garbage"" remarks","Former President Donald Trump criticized President Biden for comments he made on a video call with Latino activists in which he appeared to call Trump supporters ""garbage,"" comments the White House alleges were misconstrued. Mr. Biden's remarks were in respon…",statements,negative
"Musk’s Pro-Trump PAC Says It Has Sent Out 87,000 Checks To People Who Got Swing State Voters To Sign A Petition","Earlier this month, the Musk-backed America PAC said it would pay people $47 for each registered swing state voter they can get to sign a petition supporting free speech and the right to bear arms.",nt,neutral
Speaker Mike Johnson criticizes Obamacare and promises 'massive reform' if Trump wins,House Speaker Mike Johnson said there will be “massive” changes to health care and Obamacare if Donald Trump and Republicans win the election.,policy,neutral
Democrats confront a tougher road in New York amid the Harris-Trump race,Former President Donald Trump’s promises that he’ll win New York are more empty bluster than evidence-based prediction.,statements,negative
Trump rally overshadowed by comedian's racist remarks and Quarter Pounder is back: Morning Rundown,Donald Trump headlines a rally in Madison Square Garden after racist and crude remarks from his allies.,campaign,negative
Trump refers to CNN's Anderson Cooper by a woman's first name,Donald Trump has repeatedly referred to CNN anchor Anderson Cooper with a woman’s first name as the Republican presidential nominee focuses his closing message on a hypermasculine appeal to men.,statements,neutral
Trump threatens to drown out his closing message in the final days of the election,"Kamala Harris' final events have been far more disciplined, while Donald Trump's have often been eclipsed by his off-the-cuff comments and his allies' crude remarks.",campaign,neutral
Trump plans to pressure police departments to help with mass deportations,"As Trump promises the largest mass deportation of undocumented immigrants in US history if re-elected, his team is considering withholding federal police grants from local law enforcement agencies that decline to take part in the deportations.",policy,negative
Trump and his allies ramp up election fraud allegations in Pennsylvania,Donald Trump and his allies are seizing on routine election processes as signs of fraud in the critical battleground state of Pennsylvania.,statements,negative
Trump Media shares halted repeatedly as DJT whipsaws in volatile trading,Trading of Trump Media shares was halted for volatility multiple times Tuesday morning as the company majority owned by Donald Trump ricocheted in early trading.,nt,negative
Trump argues Smith unlawfully appointed in documents and election cases,Former President Donald Trump urged two separate courts to toss out the cases brought against him by special counsel Jack Smith.,statements,neutral
Texas man allegedly punched election worker over Trump hat,Authorities say the election worker told the man that wearing items endorsing a candidate is prohibited at voting sites.,nt,neutral
"Trump emphasizes economy, immigration as top issues before 2024 elections","Former President Donald Trump delivered remarks at Mar-a-Lago focused on the economy, immigration and the U.S.-Mexico border as both presidential campaigns make last-minute efforts to court undecided voters. CBS News' Manuel Bojorquez has more.",policy,neutral
Donald Trump and Kamala Harris' stances on police,"In the run-up to the 2024 presidential election, both Harris and Trump have been presenting themselves as the tough-on-crime candidate.",policy,neutral
Trump facing bipartisan criticism for Madison Square Garden rally,"Former President Donald Trump is coming under bipartisan criticism for Sunday's rally at Madison Square Garden in New York City, which was marked by racist and crude comments. CBS News' Nikole Killion and Ed O'Keefe have the latest on the backlash.",oppositions,negative
Puerto Rican voters weigh in on Trump rally backlash,"Nearly half a million Puerto Ricans live in Pennsylvania, comprising nearly 4% of the population of the largest battleground state. Will insensitive comments made by a comedian at a recent Trump rally impact their vote? Lilia Luciano spoke with Puerto Rican v…",oppositions,neutral
Puerto Rican artist Nicky Jam takes back his Trump endorsement,"Reggaeton artist Nicky Jam on Wednesday revoked his endorsement of Donald Trump, after Tony Hinchcliffe's rally joke calling Puerto Rico ""garbage.""",oppositions,negative
"Trump campaigns on immigration issue, Harris gets a Bush endorsement","Former President Donald Trump delivered remarks in Florida where he focused on the impact of illegal immigration and security at the U.S.-Mexico border. Meanwhile, Barbara Pierce Bush, former President George W. Bush's daughter, endorsed Vice President Kamala…",policy,neutral
"Trump, Harris make final push 8 days from Election Day","The 2024 presidential candidates entered their last full week of campaigning on Monday, with eight days left until Election Day. CBS News' Fin Gómez, Ed O'Keefe and Major Garrett have the latest.",campaign,neutral
Man waves machete with Trump supporters at Florida polling station,"An 18-year-old man ""brandished a machete"" at an early voting station in Florida, where he protested with a group of Trump supporters, police said.",nt,negative
"Key takeaways from latest Trump, Harris race CBS News poll",A gender gap and a tight race in battleground states appear to be some of the latest takeaways from the most recent CBS News poll on former President Donald Trump's race against Vice President Kamala Harris. CBS News executive director of elections and survey…,polls,neutral
"Puerto Rican politicians react to Trump rally racist, offensive comments","Rep. Nydia Velazquez, a Democrat from New York, and other politicians called out comedian Tony Hinchcliffe's comments at former President Donald Trump's rally in New York City.",oppositions,neutral
CBS News Harris-Trump Poll: All tied up in Pennsylvania,"More voters say they would be better off financially with Trump, but more think Harris has the cognitive health to serve.",polls,neutral
"Biden remark about Trump ""garbage"" rally angers GOP","Biden was responding to a joke made at a Trump rally by comedian Tony Hinchcliffe, in which Hinchcliffe called Puerto Rico a ""floating island of garbage.""",nt,neutral
Trump mass deportation plan could cost billions a year,"Immigration experts say Donald Trump's mass deportation plan, if carried out, could be complicated and cost billions a year. It could also lead to more family separations.",policy,negative
Migrant families worry over possible family separations if Trump wins,"With the U.S. just days away from an election that could see former President Trump back in office, some undocumented migrants fear family separations.",policy,neutral
"Bad Bunny endorses Harris, Trump rally sparks controversy","With nine days until Election Day, Puerto Rico has been thrust into the spotlight by both campaigns.",oppositions,neutral
Why Trump is rallying in New York City,"Former President Donald Trump held a rally Sunday at Madison Square Garden in New York City, even though he is not expected to win the state of New York. Robert Costa explains the reason for the rally.",campaign,neutral
"Eye Opener: Trump defends himself against being called a ""fascist""","Donald Trump responds to critics who say he is a ""fascist"" as Election Day looms. Also, the FBI is investigating fires at ballot drop boxes in Oregon and Washington state. All that and all that matters in today's Eye Opener.",statements,neutral
Key Trump ally Steve Bannon released from prison,"Just a week before Election Day, Steve Bannon, former White House chief strategist in the Trump administration, was released from federal prison after serving four months for contempt of Congress when he refused to cooperate with the House select committee in…",nt,neutral
Hispanic Voters Laugh Off Faux Media Outrage over MSG Trump Rally Comedian as They Vote for Trump,"Hispanic voters seem to be laughing off the faux media outrage over the Madison Square Garden rally comedian, judging by Florida early vote tallies.
The post Hispanic Voters Laugh Off Faux Media Outrage over MSG Trump Rally Comedian as They Vote for Trump app…",endorsements,neutral
Harris will ask voters to 'turn the page' on Trump era at the site of his Jan. 6 speech,"Kamala Harris will hold a rally Tuesday near the White House — the site where Donald Trump spoke on Jan. 6, 2021.",oppositions,neutral
"Watch Live: Donald Trump Holds Rally in Novi, Michigan","Former President Donald Trump speaks to supporters at a rally in Novi, Michigan, on Saturday, October 26.
The post Watch Live: Donald Trump Holds Rally in Novi, Michigan appeared first on Breitbart.",campaign,neutral
"Trump: Harris's 'Hitler,' 'Nazi' Smears Distract from Her 'Horrible' Record","Former President Donald Trump condemned Vice President Kamala Harris's use of ""Hitler"" and ""Nazi"" talking points on Tuesday as a desperate attempt to distract from her record.
The post Trump: Harris’s ‘Hitler,’ ‘Nazi’ Smears Distract from Her ‘Horrible’ Recor…",statements,negative
Trump: Kamala Harris Is Running a Campaign of 'Absolute Hate',"Former President Donald Trump said Vice President Kamala Harris is running a ""campaign of absolute hate"" and her divisive rhetoric toward him is ""shameful and really inexcusable"" after facing two assassination attempts in recent months.
The post Trump: Kamala…",statements,negative
"Report: Brace for 'Unrest' if Donald Trump Wins, Democrats Warn","Americans should prepare for ""unrest' if former President Donald Trump completes the greatest political comeback in modern American politics, Democrats told the Wall Street Journal on Monday.
The post Report: Brace for ‘Unrest’ if Donald Trump Wins, Democrats…",oppositions,neutral
Trump Campaign Challenges Kamala Harris to Disavow Biden's 'Garbage' Insult,"The Trump-Vance campaign demanded Tuesday evening that Vice President Kamala Harris ""disavow"" President Joe Biden's comment that Trump supporters were ""garbage.""
The post Trump Campaign Challenges Kamala Harris to Disavow Biden’s ‘Garbage’ Insult appeared fir…",statements,neutral
Trump: 'I Will Stop the Suffering and Destruction in Lebanon',"Former President Donald Trump pledged Wednesday to ""stop the suffering and destruction in Lebanon"" if elected.
The post Trump: ‘I Will Stop the Suffering and Destruction in Lebanon’ appeared first on Breitbart.",policy,neutral
Pinkerton: The Deep State vs. Elon Musk - and Donald Trump,"They’re doing to Elon Musk in 2024 what they did to Mike Flynn in 2017.  Now as then, it’s a direct challenge to the rule of law and to democratic procedure.  And yes, Donald Trump, too, is a target, albeit indirectly.
The post Pinkerton: The Deep State vs. E…",nt,negative
Puerto Rico Senator to Officially Endorse Trump at Pennsylvania Rally,"Zoraida Buxo, one of Puerto Rico's nonpartisan senators, will officially endorse former President Donald Trump at his rally in Allentown, Pennsylvania, on Tuesday.
The post Puerto Rico Senator to Officially Endorse Trump at Pennsylvania Rally appeared first o…",endorsements,neutral
Poll: Donald Trump Leading Kamala Harris by Three Points Nationally,"Former President Donald Trump is leading Vice President Kamala Harris by three points nationally, according to a recent poll.
The post Poll: Donald Trump Leading Kamala Harris by Three Points Nationally appeared first on Breitbart.",polls,neutral
Republicans React to Biden Trashing Trump Supporters as 'Garbage',"Republicans responded to President Joe Biden's comments saying the supporters of former President Donald Trump are ""garbage.""
The post Republicans React to Biden Trashing Trump Supporters as ‘Garbage’ appeared first on Breitbart.",nt,negative
Rubio: Milley and Kelly Are Lying About Trump,"Senator Marco Rubio (R-FL) said on this week's broadcast of Fox News Sunday that Mark Milley and John Kelly were lying about their recent comments about former President Donald Trump.
The post Rubio: Milley and Kelly Are Lying About Trump appeared first on Br…",nt,neutral
Nolte: Trump Takes Historic Poll Lead In RealClearPolitics National Average,"This is Trump’s third run at the presidency, and never before has he held anything close to a lead in the RCP national average in the closing days of the campaign.
The post Nolte: Trump Takes Historic Poll Lead In RealClearPolitics National Average appeared f…",polls,neutral
"Watch Live: Donald Trump Rally in Traverse City, Michigan","Former President Donald Trump speaks to supporters at a rally in Traverse City, Michigan, on Friday, October 25.
The post Watch Live: Donald Trump Rally in Traverse City, Michigan appeared first on Breitbart.",campaign,neutral
"Watch Live: Donald Trump Holds Rally in Green Bay, Wisconsin","Former President Donald Trump speaks to supporters at a rally in Green Bay, Wisconsin, on Wednesday, October 30.
The post Watch Live: Donald Trump Holds Rally in Green Bay, Wisconsin appeared first on Breitbart.",campaign,neutral
Trump 'would like to be a dictator': Ex-Apprentice exec,"Yet another former associate of former President Donald Trump is now openly saying that he would like to be a dictator.In an interview with Vanity Fair's Gabriel Sherman, John D. Miller, a former executive at NBC, spoke more about the major regret he feels fo…",oppositions,negative
Watch: Trump speaks in Pennsylvania just days away from election,"Donald Trump just took the stage in Pennsylvania for a campaign rally just days from the end of the election.

The former president spoke in the swing state shortly after Michelle Obama gave a speech while campaigning for Vice President Kamala Harris.

ALSO R…",campaign,neutral
Morning Joe laughs off Trump world's meltdown over 'garbage' comment,"On Wednesday morning, MSNBC host Joe Scarborough laughed off the meltdown Donald Trump and his supporters are having over comments made by President Joe Biden that they believe labeled all of his followers as garbage.The segment kicked off with ""Morning Joe"" …",nt,neutral
Harris to rally where Trump riled Capitol riot crowd,"Kamala Harris will urge Americans to turn the page on Donald Trump as she delivers her closing election argument Tuesday on the spot where her rival rallied supporters before the January 6, 2021 US Capitol attack.With polls in a dead heat exactly one week bef…",nt,neutral
What does MAGA mean to these Trump supporters?,"At Madison Square Garden arena, we asked what 'make America great again' really means.",nt,neutral
Looking at the road to victory in Pennsylvania for Trump and Harris,CBS News' Battleground Tracker currently has the race in Pennsylvania between former President Donald Trump and Vice President Kamala Harris marked as a toss-up. CBS News correspondent Jarred Hill has a look at both candidates' prospects in the Keystone State.,polls,neutral
"Trump sticks to usual talking points, Harris to speak at Ellipse about turning the page",Former President Donald Trump addressed some top voter issues while delivering remarks in Florida. This comes on the day Vice President Kamala Harris plans to deliver her closing remarks from the Ellipse park south of the White House. CBS News campaign report…,campaign,neutral
Trump aide Steve Bannon released from prison after 4 months behind bars for contempt,"Trump aide Steve Bannon was released from federal prison Tuesday, a spokesperson for the federal Bureau of Prisons confirmed to CBS News. The former Trump campaign CEO served a four-month sentence after defying a subpoena from a congressional committee that i…",nt,neutral
Musk says people accusing Trump of endangering democracy are the real danger,"At a town hall in Pennsylvania, tech mogul Elon Musk played down the Jan. 6, 2021 assault on the U.S. Capitol.",nt,neutral
"CBS News poll finds large gender gap between Harris, Trump supporters","New CBS News polling finds a 21-point gender gap in the presidential race, with Vice President Kamala Harris leading with women by 12 points while former President Donald Trump leading with men by 9 points. CBS News executive director of elections and surveys…",polls,neutral
Sen. Rick Scott denounces anti-Puerto Rico comment at Trump rally,"Derogatory comments directed at Puerto Rico from former President Donald Trump's Madison Square Garden Rally have sparked outrage from both sides of the aisle. Political strategists Chuck Rocha and Bryan Lanza join ""America Decides"" to discuss the fallout.",oppositions,negative
DNC projects message tying Trump to Hitler on MSG during rally,"Sunday marks the first time the DNC is projecting counterprogramming onto a building while Trump will be inside it, but it's far from the first time Democrats have deployed the technique.",oppositions,neutral
Trump campaign continues to face backlash over Madison Square Garden rally,"While campaigning Tuesday, former President Donald Trump did not apologize for the racist and vile comments that were said at his Madison Square Garden rally on Sunday, and instead said it was ""an honor"" to be part of the event. Trump Tuesday night was holdin…",oppositions,neutral
Significance of Harris' closing argument at park where Trump spoke before Jan. 6 attack,"Vice President Kamala Harris will deliver her closing argument Tuesday night at the same location where former President Donald Trump spoke on Jan. 6, 2021, and told his supporters the 2020 election was stolen. CBS News chief election and campaign corresponde…",nt,neutral
What Harris and Trump are doing 1 week out from Election Day,"With one week until Election Day, Vice President Kamala Harris will lay out her campaign's closing argument during a speech at the Ellipse in Washington, D.C. Meanwhile, former President Donald Trump will be in Allentown, Pennsylvania, where Latino voters in …",campaign,neutral
"Harris says she'd take a cognitive test; challenges Trump ""to take the same one""","Vice President Kamala Harris, responding to former President Donald Trump's claims about her IQ, said she would take a cognitive test — and ""would challenge him to take the same one.""",oppositions,neutral
"Biden reacts to racist, offensive comments at Trump Madison Square Garden rally","President Biden cast his ballot in Delaware and reacted to offensive and racist comments made at a Donald Trump rally at Madison Square Garden. Mr. Biden called the comments ""embarrassing"" while speaking to reporters, and he also pressed for an Israel-Hamas c…",oppositions,negative
"Latest news on China's efforts to hack Trump, Vance and Harris campaign",Federal officials say China-backed cybercriminals may be behind efforts to hack phones or networks used by former President Donald Trump and running mate JD Vance. The hackers may have also targeted Vice President Kamala Harris' campaign. CBS News' Nicole Sga…,wellbeing,negative
Final push in 2024 election: Trump and Harris neck-and-neck with 8 days to go,"With Election Day eight days away, the CBS News poll shows a close race between former President Donald Trump and Vice President Kamala Harris. Both candidates delivered closing arguments, with Trump holding a rally at Madison Square Garden, and Harris campai…",polls,neutral
Trump campaign distancing itself from comedian's comments at divisive Madison Square Garden rally,"Former President Donald Trump laid out his vision for America Sunday at a rally in New York's Madison Square Garden. The rally featured offensive remarks from surrogates like comedian Tony Hinchcliffe, who called Puerto Rico an ""island of garbage."" The Trump …",campaign,neutral
"Candidates for Congress seize on comments stemming from Trump rally ""garbage"" joke","Since comedian Tony Hinchcliffe told a racist joke about Puerto Ricans at a rally for Donald Trump Sunday, congressional candidates have been trying to use the comment to their advantage.",nt,negative
Judge extends Bucks County mail-in voting deadline after Trump lawsuit,"Voters in Bucks County, Pennsylvania, now have until Friday to apply for or receive a mail-in ballot after the Trump campaign filed a lawsuit alleging some who sought a ballot were turned away. CBS News correspondent Natalie Brand has the details. Then, Democ…",campaign,neutral
"Kamala Harris warns of ""chaos and division"" in a second Trump term","With the Capitol and White House behind her, Vice President Kamala Harris presented a vision for unity, warning against what she describes as a dangerous return to a Trump presidency.",oppositions,neutral
"Biden appears to call Trump supporters ""garbage,"" White House says he meant comedian's rhetoric","On a video call with Latino activists Tuesday evening, President Biden appeared to call former President Donald Trump's supporters ""garbage"" as he talked about comedian Tony Hinchcliffe's Puerto Rico comments at Trump's Madison Square Garden rally over the we…",nt,neutral
"FBI investigating hackers who targeted cellphones used by Trump, JD Vance","The FBI is investigating after Chinese government-linked hackers targeted cellphones used by former President Donald Trump and his running mate, JD Vance. CBS News has learned they also targeted the phones or networks used by members of Vice President Kamala …",wellbeing,neutral
"Racist comments at Trump NYC rally, Michelle Obama makes case for Harris",Reactions to insults hurled at Donald Trump's Madison Square Garden rally are still emerging as the former president heads to Georgia to campaign. This comes as Vice President Kamala Harris makes a trip to the battleground state of Michigan after appearing at…,oppositions,neutral
D.C. Ellipse park where Harris is speaking today has Trump connection,"Vice President Kamala Harris will deliver her closing argument before the 2024 election in Washington, D.C., where she will speak from the Ellipse, the park south of the White House where former President Donald Trump addressed his followers before the Jan. 6…",nt,neutral
Trump campaign adviser says comedian's jokes were ad-libbed at Madison Square Garden rally,Former President Donald Trump's campaign is still trying to distance itself from the offensive comments and jokes made by comedian Tony Hinchcliffe at Trump's Madison Square Garden rally. CBS News campaign reporter Libby Cathey has more.,statements,neutral
"In closing message at Ellipse in D.C., Harris calls Trump ""unstable""","Vice President Kamala Harris delivered a speech Tuesday evening to thousands of supporters at the Ellipse in Washington, D.C., the same park where former President Donald Trump spoke ahead of the Capitol insurrection on Jan. 6, 2021. She told voters that Trum…",oppositions,neutral
"How Harris is reacting to Biden's ""garbage"" comments about Trump supporters","Vice President Kamala Harris addressed President Biden's comments while on a call with Voto Latino, during which he appeared to call Donald Trump supporters ""garbage."" CBS News' Hunter Woodall reports. Also, Jared Hill reports from Ohio on the race for the U.…",nt,neutral
